sequence_id,sample_id,platform,library_prep_kit,flowcell_id,basecalling_model,run_date,sequencing_lab,target_region,read_count,total_bases,mean_read_length_bp,read_n50_bp,mean_q_score,assembly_method,assembly_n50_bp,contig_count,taxonomic_assignment,assignment_method,organism_novelty,best_blast_accession,best_blast_pct_identity,predicted_function,disease_target_relevance,annotation_confidence,bgc_count,heritage_link,file_path_fasta,file_checksum_sha256,file_size_bytes,data_sensitivity,qc_status,created_at
ZW-SEQ-2026-029,ZW-SMP-2026-029,ont_minion,SQK-RBK114-24,FAX12329,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,18,ZW-TK-2026-029,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-029.fasta,c359138a0ffd437527fe85ececd4066c86d5900f2c6f6a77662bf7451dba2b8b,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-030,ZW-SMP-2026-030,illumina_miseq,SQK-RBK114-24,FAX12330,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,32.4,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,4,ZW-TK-2026-030,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-030.fasta,e28a0614d6e696f97043163f8cb520027e97cbae16eb5fd683f17eed31fdc9c5,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-031,ZW-SMP-2026-031,ont_minion,SQK-RBK114-24,FAX12331,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,its,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,5,ZW-TK-2026-031,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-031.fasta,d09ae07a3d25f40f99928a74e9983a074319915e63e9bd27469c5e23f0c5c02f,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-032,ZW-SMP-2026-032,illumina_miseq,SQK-RBK114-24,FAX12332,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,rbcl,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,6,ZW-TK-2026-032,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-032.fasta,de4cfe114da4d160874bde812c47efb2b4ac7122027fc077658f8687c9d1d2bf,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-033,ZW-SMP-2026-033,ont_minion,SQK-RBK114-24,FAX12333,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,matk,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,7,ZW-TK-2026-033,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-033.fasta,79a92fdfeeec56b3950806e3e30f0302168dda4aa2e26782792ff5e289501985,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-034,ZW-SMP-2026-034,illumina_miseq,SQK-RBK114-24,FAX12334,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,8,ZW-TK-2026-034,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-034.fasta,a38979baccded8ce526af75ddbb51f08bc9a483c6dcfaca5db83e17af2302db9,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-035,ZW-SMP-2026-035,ont_minion,SQK-RBK114-24,FAX12335,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,14.5,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,9,ZW-TK-2026-035,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-035.fasta,c39ea089b69a47619f7ad22024ebcc2c9eaeb07b31fa466bb238af5209371552,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-036,ZW-SMP-2026-036,illumina_miseq,SQK-RBK114-24,FAX12336,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,its,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,10,ZW-TK-2026-036,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-036.fasta,f94a5d4ed833659da8d5b5dda32968df14a031f722b3e814bbd814e70873283e,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-037,ZW-SMP-2026-037,ont_minion,SQK-RBK114-24,FAX12337,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,rbcl,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,11,ZW-TK-2026-037,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-037.fasta,8e7352da8734254e335cb91b52c22b4d0cfc6ec7bb6936de316cdf48a3302bc0,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-038,ZW-SMP-2026-038,illumina_miseq,SQK-RBK114-24,FAX12338,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,matk,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,12,ZW-TK-2026-038,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-038.fasta,a34f75f1ecd37ded8250f44fcaad7f12e152d700f211d4f0cee2fbb36dd1ad42,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-039,ZW-SMP-2026-039,ont_minion,SQK-RBK114-24,FAX12339,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,13,ZW-TK-2026-039,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-039.fasta,6a74a9411ada97c22cf8239ad681ce879b542d3df2f0262afdff1ad99c98be4a,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-040,ZW-SMP-2026-040,illumina_miseq,SQK-RBK114-24,FAX12340,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,32.4,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,14,ZW-TK-2026-040,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-040.fasta,bdbe4ec936cc3c30fb9f151cb09d2cf727851cf3acf67fa304d8076e5d58e2e8,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-041,ZW-SMP-2026-041,ont_minion,SQK-RBK114-24,FAX12341,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,its,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,15,ZW-TK-2026-041,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-041.fasta,b7105bafd7c24cc757c3888002789d53ace29941d8f1abcf2977161c03a5da30,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-042,ZW-SMP-2026-042,illumina_miseq,SQK-RBK114-24,FAX12342,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,rbcl,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,16,ZW-TK-2026-042,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-042.fasta,ea04c889a98b66d4c8a8a5310d5589d019fba253666ecd389c7a5412b379e857,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-043,ZW-SMP-2026-043,ont_minion,SQK-RBK114-24,FAX12343,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,matk,150000,220000000,1450,1600,14.5,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,putative_novel,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,17,ZW-TK-2026-043,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-043.fasta,29a8b06617df44a104aa7748ebd670416edea15da29b232d1fa324d70c10553c,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-044,ZW-SMP-2026-044,illumina_miseq,SQK-RBK114-24,FAX12344,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,shotgun_metagenome,150000,220000000,1450,1600,32.4,flye,45000,300,Fungal endophyte,kraken2/GTDB-r214,known,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,18,ZW-TK-2026-044,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-044.fasta,1371a2ed2e22969c21d77498657a4ea979bb53bca0648ffc53b60dd0ff4f01f8,1850000000,public,pass,2026-10-16T08:00:00+02:00
ZW-SEQ-2026-045,ZW-SMP-2026-045,ont_minion,SQK-RBK114-24,FAX12345,dna_r10.4.1_e8.2_400bps_sup,2026-10-15,MOBILE-LEC-01,16s_rrna,150000,220000000,1450,1600,14.5,flye,45000,300,Streptomyces sp.,kraken2/GTDB-r214,divergent,NR_112345.1,96.5,polyketide synthase (predicted),0.75,0.92,4,ZW-TK-2026-045,raw/zw_src_001_eastern_highlands/ZW-SEQ-2026-045.fasta,f4c0a1e3b3468dc6dbdfbb2bf45cfb7e068eed2b5e3d9aeac4457ba7a4a91d6d,1850000000,public,pass,2026-10-16T08:00:00+02:00
